sha256,representative_path,active_script_group,active_closure_group,active_copy_count,all_copy_count,disposition,candidate_ids,basis,measurement_method,authority,source_metadata_role,static_flags,review_depth,optimization_disposition,source_authorities,source_routing,known_callers_lexical,current_source_hashes,changed_sources,candidate_ids_final,distribution_copies,observed_module_loads,observed_function_entries,verification_entry,evidence_basis,measurement_limit
1f30a39bd9d85e24f58ba214679254d90e30b649daf549433df643a74c774c32,submodules/yss-harness-backend-agent/scripts/lib/skill-supply-chain.mjs,True,False,2,2,candidate-caller,P04,命中候选函数/调用链；可能含字符串/注释，非独立瓶颈证明,沿实际调用链归因，见候选设计；不要据regex删除检查,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": true, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof,优化并验证,"[""submodules/yss-harness-backend-agent/scripts/lib/skill-supply-chain.mjs"", ""submodules/yss-harness-frontend-agent/scripts/lib/skill-supply-chain.mjs""]","{""submodules/yss-harness-backend-agent/scripts/lib/skill-supply-chain.mjs"": ""所属 Harness 持有 profile 变体；仅移植已核对的性能变更 → 所属 CLI sync-template"", ""submodules/yss-harness-frontend-agent/scripts/lib/skill-supply-chain.mjs"": ""所属 Harness 持有 profile 变体；仅移植已核对的性能变更 → 所属 CLI sync-template""}","[""submodules/yss-harness-backend-agent/scripts/audit-yss-backend-skills"", ""submodules/yss-harness-backend-agent/scripts/generate-yss-skill-boundaries"", ""submodules/yss-harness-backend-agent/scripts/lib/implementation-contract-compiler.mjs"", ""submodules/yss-harness-backend-agent/scripts/lib/skill-registry.mjs"", ""submodules/yss-harness-backend-agent/scripts/sync-skills"", ""submodules/yss-harness-backend-agent/scripts/update-skill-lock"", ""submodules/yss-harness-backend-agent/scripts/verify-retired-skill-ids"", ""submodules/yss-harness-backend-agent/scripts/verify-upstream-skill-source"", ""submodules/yss-harness-frontend-agent/scripts/audit-yss-backend-skills"", ""submodules/yss-harness-frontend-agent/scripts/generate-yss-skill-boundaries"", ""submodules/yss-harness-frontend-agent/scripts/lib/implementation-contract-compiler.mjs"", ""submodules/yss-harness-frontend-agent/scripts/lib/skill-registry.mjs"", ""submodules/yss-harness-frontend-agent/scripts/sync-skills"", ""submodules/yss-harness-frontend-agent/scripts/update-skill-lock"", ""submodules/yss-harness-frontend-agent/scripts/verify-retired-skill-ids"", ""submodules/yss-harness-frontend-agent/scripts/verify-upstream-skill-source""]","{""submodules/yss-harness-backend-agent/scripts/lib/skill-supply-chain.mjs"": ""8502c8c2ee3e3f69727afd585da2dd870487595f75307e8e905a2760a320e415"", ""submodules/yss-harness-frontend-agent/scripts/lib/skill-supply-chain.mjs"": ""8502c8c2ee3e3f69727afd585da2dd870487595f75307e8e905a2760a320e415""}","[""submodules/yss-harness-backend-agent/scripts/lib/skill-supply-chain.mjs"", ""submodules/yss-harness-frontend-agent/scripts/lib/skill-supply-chain.mjs""]",P04,[],0,0,logs/validation-after-recovery-0.stdout; runs.jsonl; final-refresh-results.json; distribution-results-corrected.json,权威实现或其受控 Harness 变体有本轮变更；验证以 Fresh Verification、相关场景和候选对照为依据，副本不冒充独立优化。,V8 观察是维护夹具入口频次，非线上调用频率；未观察到的实现未作逐函数性能通过声明。输入尺度详见 report.md。
1f93c512ee318ed5e3df70cc5e24ab471136a66f66d2041b0e8313a65dcde514,scripts/lib/repository-mode.mjs,True,False,8,9,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": false}",manual-candidate-or-automatic-classification-not-function-level-proof,测量后保留,"[""scripts/lib/repository-mode.mjs"", ""submodules/yss-harness-backend-agent/scripts/lib/repository-mode.mjs"", ""submodules/yss-harness-design-agent/scripts/lib/repository-mode.mjs"", ""submodules/yss-harness-dev-agent/scripts/lib/repository-mode.mjs"", ""submodules/yss-harness-frontend-agent/scripts/lib/repository-mode.mjs""]","{""scripts/lib/repository-mode.mjs"": ""本体脚本权威；通过本体 CLI manifest/sync-template 分发；入口由完整核验 profile 选择"", ""submodules/yss-harness-backend-agent/scripts/lib/repository-mode.mjs"": ""所属 Harness 持有 profile 变体；仅移植已核对的性能变更 → 所属 CLI sync-template"", ""submodules/yss-harness-design-agent/scripts/lib/repository-mode.mjs"": ""所属 Harness 持有 profile 变体；仅移植已核对的性能变更 → 所属 CLI sync-template"", ""submodules/yss-harness-dev-agent/scripts/lib/repository-mode.mjs"": ""所属 Harness 持有 profile 变体；仅移植已核对的性能变更 → 所属 CLI sync-template"", ""submodules/yss-harness-frontend-agent/scripts/lib/repository-mode.mjs"": ""所属 Harness 持有 profile 变体；仅移植已核对的性能变更 → 所属 CLI sync-template""}","[""scripts/lib/skill-governance.mjs"", ""scripts/node-generate-lifecycle-artifacts.mjs"", ""scripts/node-verify-lifecycle-registry.mjs"", ""scripts/repository-mode"", ""scripts/verify-governance-release"", ""submodules/create-yss-harness-dev/template/scripts/lib/harness-profile.mjs"", ""submodules/create-yss-harness-dev/template/scripts/lib/instance-distribution.mjs"", ""submodules/create-yss-harness-dev/template/scripts/node-generate-lifecycle-artifacts.mjs"", ""submodules/create-yss-harness-dev/template/scripts/node-verify-lifecycle-registry.mjs"", ""submodules/create-yss-harness-dev/template/scripts/repository-mode"", ""submodules/create-yss-harness-dev/template/scripts/verify-governance-release"", ""submodules/create-yss-spec/template/scripts/lib/skill-governance.mjs"", ""submodules/create-yss-spec/template/scripts/node-generate-lifecycle-artifacts.mjs"", ""submodules/create-yss-spec/template/scripts/node-verify-lifecycle-registry.mjs"", ""submodules/create-yss-spec/template/scripts/repository-mode"", ""submodules/create-yss-spec/template/scripts/verify-governance-release"", ""submodules/create-yss-strategic-design/template/scripts/node-generate-lifecycle-artifacts.mjs"", ""submodules/create-yss-strategic-design/template/scripts/node-verify-lifecycle-registry.mjs"", ""submodules/create-yss-strategic-design/template/scripts/repository-mode"", ""submodules/create-yss-strategic-design/template/scripts/verify-instance-distribution"", ""submodules/yss-harness-backend-agent/scripts/lib/harness-profile.mjs"", ""submodules/yss-harness-backend-agent/scripts/lib/instance-distribution.mjs"", ""submodules/yss-harness-backend-agent/scripts/node-generate-lifecycle-artifacts.mjs"", ""submodules/yss-harness-backend-agent/scripts/node-verify-lifecycle-registry.mjs"", ""submodules/yss-harness-backend-agent/scripts/repository-mode"", ""submodules/yss-harness-backend-agent/scripts/verify-governance-release"", ""submodules/yss-harness-design-agent/scripts/node-generate-lifecycle-artifacts.mjs"", ""submodules/yss-harness-design-agent/scripts/node-verify-lifecycle-registry.mjs"", ""submodules/yss-harness-design-agent/scripts/repository-mode"", ""submodules/yss-harness-design-agent/scripts/verify-governance-release"", ""submodules/yss-harness-design-agent/scripts/verify-instance-distribution"", ""submodules/yss-harness-dev-agent/scripts/lib/harness-profile.mjs"", ""submodules/yss-harness-dev-agent/scripts/lib/instance-distribution.mjs"", ""submodules/yss-harness-dev-agent/scripts/node-generate-lifecycle-artifacts.mjs"", ""submodules/yss-harness-dev-agent/scripts/node-verify-lifecycle-registry.mjs"", ""submodules/yss-harness-dev-agent/scripts/repository-mode"", ""submodules/yss-harness-dev-agent/scripts/verify-governance-release"", ""submodules/yss-harness-frontend-agent/scripts/lib/harness-profile.mjs"", ""submodules/yss-harness-frontend-agent/scripts/lib/instance-distribution.mjs"", ""submodules/yss-harness-frontend-agent/scripts/node-generate-lifecycle-artifacts.mjs"", ""submodules/yss-harness-frontend-agent/scripts/node-verify-lifecycle-registry.mjs"", ""submodules/yss-harness-frontend-agent/scripts/repository-mode"", ""submodules/yss-harness-frontend-agent/scripts/verify-governance-release""]","{""scripts/lib/repository-mode.mjs"": ""1f93c512ee318ed5e3df70cc5e24ab471136a66f66d2041b0e8313a65dcde514"", ""submodules/yss-harness-backend-agent/scripts/lib/repository-mode.mjs"": ""1f93c512ee318ed5e3df70cc5e24ab471136a66f66d2041b0e8313a65dcde514"", ""submodules/yss-harness-design-agent/scripts/lib/repository-mode.mjs"": ""1f93c512ee318ed5e3df70cc5e24ab471136a66f66d2041b0e8313a65dcde514"", ""submodules/yss-harness-dev-agent/scripts/lib/repository-mode.mjs"": ""1f93c512ee318ed5e3df70cc5e24ab471136a66f66d2041b0e8313a65dcde514"", ""submodules/yss-harness-frontend-agent/scripts/lib/repository-mode.mjs"": ""1f93c512ee318ed5e3df70cc5e24ab471136a66f66d2041b0e8313a65dcde514""}",[],,"[""submodules/create-yss-harness-dev/template/scripts/lib/repository-mode.mjs"", ""submodules/create-yss-spec/template/scripts/lib/repository-mode.mjs"", ""submodules/create-yss-strategic-design/template/scripts/lib/repository-mode.mjs""]",10,39,logs/validation-after-recovery-0.stdout; runs.jsonl; final-refresh-results.json; distribution-results-corrected.json,采样维护入口调用频次、目录/输入规模后未取得应增加复杂度的独立热点证据；保留现实现。,V8 观察是维护夹具入口频次，非线上调用频率；未观察到的实现未作逐函数性能通过声明。输入尺度详见 report.md。
209f4279612743e7627fd099bf001142649dfaf047740c80e104721d4f0deafa,submodules/yss-harness-dev-agent/scripts/verify-approval-record,True,False,6,7,wrapper-follow-callee,,短包装/重导出入口；主要成本落在callee,计入口启动开销并追踪实际callee，保留兼容入口,unknown-unless-candidate-explicitly-establishes-source,wrapper,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": false}",manual-candidate-or-automatic-classification-not-function-level-proof,测量后保留,"[""submodules/yss-harness-backend-agent/scripts/verify-approval-record"", ""submodules/yss-harness-design-agent/scripts/verify-approval-record"", ""submodules/yss-harness-dev-agent/scripts/verify-approval-record"", ""submodules/yss-harness-frontend-agent/scripts/verify-approval-record""]","{""submodules/yss-harness-backend-agent/scripts/verify-approval-record"": ""所属 Harness 持有 profile 变体；仅移植已核对的性能变更 → 所属 CLI sync-template"", ""submodules/yss-harness-design-agent/scripts/verify-approval-record"": ""所属 Harness 持有 profile 变体；仅移植已核对的性能变更 → 所属 CLI sync-template"", ""submodules/yss-harness-dev-agent/scripts/verify-approval-record"": ""所属 Harness 持有 profile 变体；仅移植已核对的性能变更 → 所属 CLI sync-template"", ""submodules/yss-harness-frontend-agent/scripts/verify-approval-record"": ""所属 Harness 持有 profile 变体；仅移植已核对的性能变更 → 所属 CLI sync-template""}","[""submodules/create-yss-harness-dev/template/scripts/verify-approval-record"", ""submodules/create-yss-harness-dev/template/scripts/verify-template-verification-scenarios"", ""submodules/create-yss-strategic-design/template/scripts/verify-approval-record"", ""submodules/create-yss-strategic-design/template/scripts/verify-template-verification-scenarios"", ""submodules/yss-harness-backend-agent/scripts/verify-approval-record"", ""submodules/yss-harness-backend-agent/scripts/verify-template-verification-scenarios"", ""submodules/yss-harness-design-agent/scripts/verify-approval-record"", ""submodules/yss-harness-design-agent/scripts/verify-template-verification-scenarios"", ""submodules/yss-harness-dev-agent/scripts/verify-approval-record"", ""submodules/yss-harness-dev-agent/scripts/verify-template-verification-scenarios"", ""submodules/yss-harness-frontend-agent/scripts/verify-approval-record"", ""submodules/yss-harness-frontend-agent/scripts/verify-template-verification-scenarios""]","{""submodules/yss-harness-backend-agent/scripts/verify-approval-record"": ""209f4279612743e7627fd099bf001142649dfaf047740c80e104721d4f0deafa"", ""submodules/yss-harness-design-agent/scripts/verify-approval-record"": ""209f4279612743e7627fd099bf001142649dfaf047740c80e104721d4f0deafa"", ""submodules/yss-harness-dev-agent/scripts/verify-approval-record"": ""209f4279612743e7627fd099bf001142649dfaf047740c80e104721d4f0deafa"", ""submodules/yss-harness-frontend-agent/scripts/verify-approval-record"": ""209f4279612743e7627fd099bf001142649dfaf047740c80e104721d4f0deafa""}",[],,"[""submodules/create-yss-harness-dev/template/scripts/verify-approval-record"", ""submodules/create-yss-strategic-design/template/scripts/verify-approval-record""]",0,0,logs/validation-after-recovery-0.stdout; runs.jsonl; final-refresh-results.json; distribution-results-corrected.json,采样维护入口调用频次、目录/输入规模后未取得应增加复杂度的独立热点证据；保留现实现。 未取得可绑定此 SHA 的 V8 加载样本；临时模块可能已随夹具清理，不能把缺少可绑定样本解释成线上零调用或性能正常。,V8 观察是维护夹具入口频次，非线上调用频率；未观察到的实现未作逐函数性能通过声明。输入尺度详见 report.md。
21569086da8908677e690ecf6ba250963e3f31abdcf1cc0f85838ea6c86715de,scripts/lib/maintenance-review.mjs,True,False,2,2,candidate-caller,P01,命中候选函数/调用链；可能含字符串/注释，非独立瓶颈证明,沿实际调用链归因，见候选设计；不要据regex删除检查,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof,测量后保留,"[""scripts/lib/maintenance-review.mjs""]","{""scripts/lib/maintenance-review.mjs"": ""本体脚本权威；通过本体 CLI manifest/sync-template 分发；入口由完整核验 profile 选择""}","[""scripts/lib/maintenance-intensity.mjs"", ""scripts/verify-maintenance-intensity-scenarios"", ""scripts/verify-maintenance-review-record"", ""submodules/create-yss-spec/template/scripts/lib/maintenance-intensity.mjs"", ""submodules/create-yss-spec/template/scripts/verify-maintenance-intensity-scenarios"", ""submodules/create-yss-spec/template/scripts/verify-maintenance-review-record""]","{""scripts/lib/maintenance-review.mjs"": ""21569086da8908677e690ecf6ba250963e3f31abdcf1cc0f85838ea6c86715de""}",[],P01,"[""submodules/create-yss-spec/template/scripts/lib/maintenance-review.mjs""]",11,1132,logs/validation-after-recovery-0.stdout; runs.jsonl; final-refresh-results.json; distribution-results-corrected.json,采样维护入口调用频次、目录/输入规模后未取得应增加复杂度的独立热点证据；保留现实现。,V8 观察是维护夹具入口频次，非线上调用频率；未观察到的实现未作逐函数性能通过声明。输入尺度详见 report.md。
2234439186c291dbca2990da0294e25b849dc88ca32b0e75406c71c31cf13742,submodules/yss-harness-frontend-agent/.agents/skills/yss-skill-source-index-refresh/scripts/refresh-yss-skill-index.mjs,True,False,1,1,external-runtime-needs-input,,可能外部访问/更新入口，需具体参数与本地注入fixture,本轮不触发真实外部动作；区分cache/timeout与服务耗时,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": false, ""tree_io"": true, ""network"": true, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof,外部环境待验证,"[""submodules/yss-harness-frontend-agent/.agents/skills/yss-skill-source-index-refresh/scripts/refresh-yss-skill-index.mjs""]","{""submodules/yss-harness-frontend-agent/.agents/skills/yss-skill-source-index-refresh/scripts/refresh-yss-skill-index.mjs"": ""所属仓 .agents/skills 权威目录 → update-skill-lock / sync-skills → 所属 CLI sync-template""}","[""submodules/yss-harness-frontend-agent/.agents/skills/yss-skill-source-index-refresh/scripts/refresh-yss-skill-index.test.mjs""]","{""submodules/yss-harness-frontend-agent/.agents/skills/yss-skill-source-index-refresh/scripts/refresh-yss-skill-index.mjs"": ""2234439186c291dbca2990da0294e25b849dc88ca32b0e75406c71c31cf13742""}",[],,[],0,0,logs/validation-after-recovery-0.stdout; runs.jsonl; final-refresh-results.json; distribution-results-corrected.json,本轮只执行维护夹具；真实依赖、实际工程、远端网络或显式 self-update 缺少已选真实环境，不把 mock 用时算作外部收益。,V8 观察是维护夹具入口频次，非线上调用频率；未观察到的实现未作逐函数性能通过声明。输入尺度详见 report.md。
25578bac0543d84e227f351a1ed8812a90e2785e493bb29dfdeeca39d9b46565,scripts/verify-repository-scope-scenarios,True,False,2,2,fixture-test-only,,断言/回归入口；是否启动真实环境需沿callee区分,隔离执行对应测试，区分mock/真实构建/外部资源,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": false, ""tree_io"": false, ""network"": true, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof,测量后保留,"[""scripts/verify-repository-scope-scenarios""]","{""scripts/verify-repository-scope-scenarios"": ""本体脚本权威；通过本体 CLI manifest/sync-template 分发；入口由完整核验 profile 选择""}","[""scripts/verify-template-verification-scenarios"", ""submodules/create-yss-spec/template/scripts/verify-template-verification-scenarios""]","{""scripts/verify-repository-scope-scenarios"": ""25578bac0543d84e227f351a1ed8812a90e2785e493bb29dfdeeca39d9b46565""}",[],,"[""submodules/create-yss-spec/template/scripts/verify-repository-scope-scenarios""]",1,74,logs/validation-after-recovery-0.stdout; runs.jsonl; final-refresh-results.json; distribution-results-corrected.json,采样维护入口调用频次、目录/输入规模后未取得应增加复杂度的独立热点证据；保留现实现。,V8 观察是维护夹具入口频次，非线上调用频率；未观察到的实现未作逐函数性能通过声明。输入尺度详见 report.md。
2563f64017c791dd53d7c7efb53d2ca1342d47def5fb8cbc4e0d6d451f2bc3f0,scripts/fixtures/user-decision/plan-fixture.mjs,True,False,4,4,fixture-test-only,,测试数据/服务/生成fixture，非普通产品流转入口,随调用它的场景测fixture准备/清理；不当独立业务基准,unknown-unless-candidate-explicitly-establishes-source,fixture,"{""process_spawn"": false, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof,测量后保留,"[""scripts/fixtures/user-decision/plan-fixture.mjs"", ""submodules/yss-harness-design-agent/scripts/fixtures/user-decision/plan-fixture.mjs""]","{""scripts/fixtures/user-decision/plan-fixture.mjs"": ""本体脚本权威；通过本体 CLI manifest/sync-template 分发；入口由完整核验 profile 选择"", ""submodules/yss-harness-design-agent/scripts/fixtures/user-decision/plan-fixture.mjs"": ""所属 Harness 持有 profile 变体；仅移植已核对的性能变更 → 所属 CLI sync-template""}","[""scripts/lib/scenario-checks.mjs"", ""scripts/verify-plan-spec-entry-scenarios"", ""submodules/create-yss-spec/template/scripts/lib/scenario-checks.mjs"", ""submodules/create-yss-spec/template/scripts/verify-plan-spec-entry-scenarios"", ""submodules/create-yss-strategic-design/template/scripts/lib/scenario-checks.mjs"", ""submodules/create-yss-strategic-design/template/scripts/verify-plan-spec-entry-scenarios"", ""submodules/yss-harness-design-agent/scripts/lib/scenario-checks.mjs"", ""submodules/yss-harness-design-agent/scripts/verify-plan-spec-entry-scenarios""]","{""scripts/fixtures/user-decision/plan-fixture.mjs"": ""2563f64017c791dd53d7c7efb53d2ca1342d47def5fb8cbc4e0d6d451f2bc3f0"", ""submodules/yss-harness-design-agent/scripts/fixtures/user-decision/plan-fixture.mjs"": ""2563f64017c791dd53d7c7efb53d2ca1342d47def5fb8cbc4e0d6d451f2bc3f0""}",[],,"[""submodules/create-yss-spec/template/scripts/fixtures/user-decision/plan-fixture.mjs"", ""submodules/create-yss-strategic-design/template/scripts/fixtures/user-decision/plan-fixture.mjs""]",8,430,logs/validation-after-recovery-0.stdout; runs.jsonl; final-refresh-results.json; distribution-results-corrected.json,采样维护入口调用频次、目录/输入规模后未取得应增加复杂度的独立热点证据；保留现实现。,V8 观察是维护夹具入口频次，非线上调用频率；未观察到的实现未作逐函数性能通过声明。输入尺度详见 report.md。
2612dc5d8e8e59c02f45e441fc01291243349467af15e3573efea1ed2cd5ccf1,scripts/lib/frontend-delivery-boundary.mjs,True,False,8,8,candidate-caller,P09,已核对spawn边界固定60秒timeout；每次实际验包/技术设计，不缓存调用方verified标记,只读源码抽样核对；隔离真实输入计时；若关联候选则采用其验证设计,unknown-unless-candidate-explicitly-establishes-source,library,"{""process_spawn"": true, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof,测量后保留,"[""scripts/lib/frontend-delivery-boundary.mjs""]","{""scripts/lib/frontend-delivery-boundary.mjs"": ""本体脚本权威；通过本体 CLI manifest/sync-template 分发；入口由完整核验 profile 选择""}","["".template-source/scripts/verify-delivery-harness-distribution.mjs"", ""scripts/lib/implementation-contract-compiler.mjs"", ""scripts/lib/lifecycle-transition.mjs"", ""scripts/lib/task-package.mjs"", ""scripts/sync-strategic-handoff-tools"", ""scripts/verify-frontend-delivery-scenarios"", ""scripts/verify-frontend-implementation-evidence"", ""submodules/create-yss-harness-dev/template/scripts/lib/implementation-contract-compiler.mjs"", ""submodules/create-yss-harness-dev/template/scripts/lib/lifecycle-transition.mjs"", ""submodules/create-yss-harness-dev/template/scripts/lib/task-package.mjs"", ""submodules/create-yss-harness-dev/template/scripts/verify-frontend-delivery-scenarios"", ""submodules/create-yss-harness-dev/template/scripts/verify-frontend-implementation-evidence"", ""submodules/create-yss-spec/template/scripts/lib/implementation-contract-compiler.mjs"", ""submodules/create-yss-spec/template/scripts/lib/lifecycle-transition.mjs"", ""submodules/create-yss-spec/template/scripts/lib/task-package.mjs"", ""submodules/create-yss-spec/template/scripts/sync-strategic-handoff-tools"", ""submodules/create-yss-spec/template/scripts/verify-frontend-delivery-scenarios"", ""submodules/create-yss-spec/template/scripts/verify-frontend-implementation-evidence"", ""submodules/yss-harness-backend-agent/scripts/lib/implementation-contract-compiler.mjs"", ""submodules/yss-harness-backend-agent/scripts/lib/lifecycle-transition.mjs"", ""submodules/yss-harness-backend-agent/scripts/lib/task-package.mjs"", ""submodules/yss-harness-backend-agent/scripts/verify-frontend-delivery-scenarios"", ""submodules/yss-harness-backend-agent/scripts/verify-frontend-implementation-evidence"", ""submodules/yss-harness-dev-agent/scripts/lib/implementation-contract-compiler.mjs"", ""submodules/yss-harness-dev-agent/scripts/lib/lifecycle-transition.mjs"", ""submodules/yss-harness-dev-agent/scripts/lib/task-package.mjs"", ""submodules/yss-harness-dev-agent/scripts/verify-frontend-delivery-scenarios"", ""submodules/yss-harness-dev-agent/scripts/verify-frontend-implementation-evidence"", ""submodules/yss-harness-frontend-agent/scripts/lib/implementation-contract-compiler.mjs"", ""submodules/yss-harness-frontend-agent/scripts/lib/lifecycle-transition.mjs"", ""submodules/yss-harness-frontend-agent/scripts/lib/task-package.mjs"", ""submodules/yss-harness-frontend-agent/scripts/verify-frontend-delivery-scenarios"", ""submodules/yss-harness-frontend-agent/scripts/verify-frontend-implementation-evidence""]","{""scripts/lib/frontend-delivery-boundary.mjs"": ""2612dc5d8e8e59c02f45e441fc01291243349467af15e3573efea1ed2cd5ccf1""}",[],P09,"[""submodules/create-yss-harness-dev/template/scripts/lib/frontend-delivery-boundary.mjs"", ""submodules/create-yss-spec/template/scripts/lib/frontend-delivery-boundary.mjs"", ""submodules/create-yss-strategic-design/template/scripts/lib/frontend-delivery-boundary.mjs"", ""submodules/yss-harness-backend-agent/scripts/lib/frontend-delivery-boundary.mjs"", ""submodules/yss-harness-design-agent/scripts/lib/frontend-delivery-boundary.mjs"", ""submodules/yss-harness-dev-agent/scripts/lib/frontend-delivery-boundary.mjs"", ""submodules/yss-harness-frontend-agent/scripts/lib/frontend-delivery-boundary.mjs""]",31,173,logs/validation-after-recovery-0.stdout; runs.jsonl; final-refresh-results.json; distribution-results-corrected.json,采样维护入口调用频次、目录/输入规模后未取得应增加复杂度的独立热点证据；保留现实现。,V8 观察是维护夹具入口频次，非线上调用频率；未观察到的实现未作逐函数性能通过声明。输入尺度详见 report.md。
26808ded5dcc1dcc50919766afa8b8e5dbf6c5a1dd1377ade95a097450ff6f52,submodules/yss-harness-frontend-agent/scripts/verify-digital-human-roles-scenarios,True,False,1,1,fixture-test-only,,断言/回归入口；是否启动真实环境需沿callee区分,隔离执行对应测试，区分mock/真实构建/外部资源,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": false, ""tree_io"": false, ""network"": false, ""mutation"": false, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof,测量后保留,"[""submodules/yss-harness-frontend-agent/scripts/verify-digital-human-roles-scenarios""]","{""submodules/yss-harness-frontend-agent/scripts/verify-digital-human-roles-scenarios"": ""所属 Harness 持有 profile 变体；仅移植已核对的性能变更 → 所属 CLI sync-template""}","[""submodules/yss-harness-frontend-agent/scripts/verify-template-verification-scenarios""]","{""submodules/yss-harness-frontend-agent/scripts/verify-digital-human-roles-scenarios"": ""26808ded5dcc1dcc50919766afa8b8e5dbf6c5a1dd1377ade95a097450ff6f52""}",[],,[],0,0,logs/validation-after-recovery-0.stdout; runs.jsonl; final-refresh-results.json; distribution-results-corrected.json,采样维护入口调用频次、目录/输入规模后未取得应增加复杂度的独立热点证据；保留现实现。 未取得可绑定此 SHA 的 V8 加载样本；临时模块可能已随夹具清理，不能把缺少可绑定样本解释成线上零调用或性能正常。,V8 观察是维护夹具入口频次，非线上调用频率；未观察到的实现未作逐函数性能通过声明。输入尺度详见 report.md。
26ad6b7e776c8bcc26046f3075bcbc68291fba255a22fb81f87f2adaa20bd882,submodules/yss-harness-design-agent/.agents/skills/yss-antdv-next-design/scripts/collect-antdv-next-facts.mjs,True,False,2,8,static-no-confirmed-hotspot,,词法/路径分类，未证明性能正常,按真实调用频率与输入规模采样；有证据再扩大分析,unknown-unless-candidate-explicitly-establishes-source,cli,"{""process_spawn"": true, ""tree_io"": true, ""network"": false, ""mutation"": true, ""sleep"": false, ""loop"": true}",manual-candidate-or-automatic-classification-not-function-level-proof,测量后保留,"[""submodules/yss-harness-design-agent/.agents/skills/yss-antdv-next-design/scripts/collect-antdv-next-facts.mjs""]","{""submodules/yss-harness-design-agent/.agents/skills/yss-antdv-next-design/scripts/collect-antdv-next-facts.mjs"": ""所属仓 .agents/skills 权威目录 → update-skill-lock / sync-skills → 所属 CLI sync-template""}",[],"{""submodules/yss-harness-design-agent/.agents/skills/yss-antdv-next-design/scripts/collect-antdv-next-facts.mjs"": ""26ad6b7e776c8bcc26046f3075bcbc68291fba255a22fb81f87f2adaa20bd882""}",[],,"[""submodules/create-yss-strategic-design/template/.agents/skills/yss-antdv-next-design/scripts/collect-antdv-next-facts.mjs""]",0,0,logs/validation-after-recovery-0.stdout; runs.jsonl; final-refresh-results.json; distribution-results-corrected.json,采样维护入口调用频次、目录/输入规模后未取得应增加复杂度的独立热点证据；保留现实现。 未取得可绑定此 SHA 的 V8 加载样本；临时模块可能已随夹具清理，不能把缺少可绑定样本解释成线上零调用或性能正常。,V8 观察是维护夹具入口频次，非线上调用频率；未观察到的实现未作逐函数性能通过声明。输入尺度详见 report.md。
